epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
132,1014.13,0.84507,1.33137,1.3459,1.09684,0.3134,0.46822,0.22292,0.14817,0.30715,0.47624,0.20961,0.10602,1.28979,1.78905,2.35905,1.37434,0.000354812,0.000354812,0.000354812
133,1021.65,0.94395,1.51271,1.53737,1.13773,0.4135,0.47006,0.21711,0.14797,0.40586,0.45506,0.20565,0.10088,1.33604,1.83456,2.43543,1.397,0.00035275,0.00035275,0.00035275
134,1029.2,0.83562,1.42123,1.32682,1.08025,0.41868,0.36785,0.21697,0.15163,0.40578,0.36667,0.19556,0.10488,1.35623,1.87075,2.3043,1.42277,0.000350687,0.000350687,0.000350687
135,1036.76,0.92258,1.43304,1.54592,1.16495,0.42786,0.36614,0.21389,0.14333,0.42075,0.34889,0.19501,0.10707,1.38056,1.86868,2.94074,1.43204,0.000348625,0.000348625,0.000348625
136,1044.5,0.87792,1.45779,1.51445,1.12314,0.44448,0.3399,0.21653,0.1519,0.43115,0.30939,0.20075,0.12157,1.35063,1.8066,2.9413,1.40811,0.000346563,0.000346563,0.000346563
137,1052.15,0.88013,1.4168,1.47276,1.10112,0.44708,0.33479,0.22421,0.15784,0.43979,0.32513,0.21135,0.12128,1.37507,1.82782,2.357,1.44911,0.0003445,0.0003445,0.0003445
138,1059.81,0.87321,1.4479,1.42259,1.11976,0.18462,0.36396,0.20871,0.14378,0.41745,0.32255,0.19286,0.10509,1.36584,1.90717,1.83092,1.47122,0.000342438,0.000342438,0.000342438
139,1067.37,0.91403,1.44848,3.64315,1.13123,0.21338,0.47518,0.23461,0.16381,0.18005,0.34208,0.21748,0.10889,1.38604,1.85779,1.85706,1.45651,0.000340375,0.000340375,0.000340375
140,1075,0.85645,1.3909,1.4594,1.07944,0.19409,0.4758,0.21303,0.14747,0.17864,0.33423,0.19742,0.10445,1.38383,1.86222,1.82103,1.43791,0.000338313,0.000338313,0.000338313
141,1082.57,0.8398,1.34215,2.14118,1.09722,0.42113,0.35756,0.22072,0.14673,0.40443,0.32659,0.20254,0.10557,1.36332,1.92795,2.79552,1.42333,0.00033625,0.00033625,0.00033625
142,1090.29,0.89022,1.25286,1.66749,1.09597,0.43596,0.47876,0.21459,0.14713,0.4201,0.44441,0.19171,0.10521,1.36111,1.99356,3.12447,1.43265,0.000334188,0.000334188,0.000334188
143,1097.89,0.8757,1.32281,1.48463,1.09859,0.41463,0.36813,0.21409,0.13917,0.40176,0.34815,0.19563,0.09564,1.34027,1.9443,3.06828,1.41192,0.000332125,0.000332125,0.000332125
144,1105.45,0.87702,1.29496,2.12166,1.11943,0.40042,0.38673,0.2075,0.13136,0.39221,0.37443,0.19728,0.0922,1.34698,1.97044,2.58144,1.42821,0.000330063,0.000330063,0.000330063
145,1113.07,0.83218,1.32079,1.26055,1.08434,0.42292,0.46437,0.21851,0.1365,0.41019,0.45054,0.20482,0.09536,1.36645,1.87584,2.15314,1.4411,0.000328,0.000328,0.000328
146,1120.72,0.78581,1.26347,1.30909,1.04767,0.30782,0.47715,0.23238,0.15218,0.28924,0.45255,0.21879,0.10736,1.37886,1.90779,2.15558,1.43837,0.000325938,0.000325938,0.000325938
147,1128.36,0.79761,1.27765,3.16047,1.0466,0.33833,0.44883,0.24899,0.16874,0.32767,0.46099,0.23081,0.11562,1.35769,1.87428,2.25778,1.42776,0.000323875,0.000323875,0.000323875
148,1135.92,0.85965,1.32376,1.45562,1.10234,0.34656,0.45566,0.23184,0.15538,0.44934,0.41183,0.20798,0.11395,1.40803,2.02281,2.10881,1.50404,0.000321812,0.000321812,0.000321812
149,1143.53,0.82883,1.31903,1.2717,1.07928,0.46415,0.42329,0.23143,0.15479,0.43516,0.43967,0.19805,0.11004,1.31744,1.86162,1.76077,1.41173,0.00031975,0.00031975,0.00031975
150,1151.1,0.84227,1.3204,1.36542,1.09902,0.44495,0.46226,0.22413,0.15361,0.42652,0.3307,0.19078,0.10996,1.34199,1.92895,1.78371,1.428,0.000317688,0.000317688,0.000317688
151,1158.73,0.84819,1.30522,1.34975,1.06414,0.46481,0.4533,0.24326,0.1618,0.46398,0.42619,0.22994,0.10846,1.33169,1.91396,2.10448,1.41162,0.000315625,0.000315625,0.000315625
152,1166.5,0.87683,1.41736,1.7958,1.09708,0.46213,0.46135,0.2459,0.16797,0.45394,0.44212,0.23313,0.11144,1.31475,1.84497,2.83718,1.37495,0.000313563,0.000313563,0.000313563
153,1174.1,0.85863,1.41699,1.9857,1.10204,0.32135,0.4417,0.2392,0.16915,0.31844,0.43567,0.22675,0.12312,1.39126,1.82607,2.80646,1.42941,0.0003115,0.0003115,0.0003115
154,1181.7,0.81397,1.20537,1.56419,1.06081,0.19394,0.3187,0.2191,0.14977,0.19215,0.31196,0.20902,0.11816,1.40393,1.91964,2.4856,1.4582,0.000309437,0.000309437,0.000309437
155,1189.25,0.77976,1.22418,1.84751,1.03511,0.1883,0.35718,0.24425,0.16723,0.16465,0.32972,0.21875,0.13362,1.3537,1.88604,2.31315,1.4178,0.000307375,0.000307375,0.000307375
156,1196.86,0.76529,1.37145,4.34994,1.03937,0.30877,0.35352,0.22462,0.14967,0.28768,0.32499,0.19825,0.1244,1.33279,1.85605,2.50163,1.40785,0.000305312,0.000305312,0.000305312
157,1204.57,0.82439,1.42989,2.6861,1.10788,0.4317,0.39279,0.22436,0.14491,0.42548,0.3515,0.19764,0.11798,1.37336,1.90639,2.44382,1.45404,0.00030325,0.00030325,0.00030325
158,1212.17,0.85872,1.26878,1.55316,1.08497,0.30075,0.41097,0.22506,0.15588,0.28726,0.37901,0.20518,0.1179,1.33232,1.84247,2.29491,1.41172,0.000301188,0.000301188,0.000301188
159,1219.79,0.82613,1.27455,1.53388,1.07569,0.41196,0.38398,0.22801,0.16232,0.40322,0.36796,0.21543,0.12678,1.31511,1.90495,2.49741,1.38277,0.000299125,0.000299125,0.000299125
160,1227.38,0.80022,1.28376,1.26285,1.06506,0.41819,0.32371,0.21983,0.15838,0.41195,0.31384,0.20758,0.12142,1.28801,1.99178,2.82728,1.3636,0.000297063,0.000297063,0.000297063
161,1234.98,0.78572,1.19961,1.27978,1.03229,0.40858,0.49113,0.23926,0.16703,0.54661,0.30157,0.22308,0.13132,1.29564,1.90526,2.72867,1.3657,0.000295,0.000295,0.000295
162,1242.68,0.77315,1.18854,1.35497,1.03879,0.31016,0.45706,0.23927,0.17414,0.30396,0.4496,0.2293,0.12637,1.39814,1.93253,2.02858,1.41861,0.000292938,0.000292938,0.000292938
163,1250.32,0.8005,1.20382,1.32744,1.05286,0.40847,0.33135,0.29615,0.23825,0.40357,0.32215,0.2831,0.11611,1.38326,1.95367,1.98085,1.39747,0.000290875,0.000290875,0.000290875
164,1258.43,0.79018,1.16167,1.23501,1.05188,0.58509,0.31337,0.21681,0.14871,0.58003,0.30882,0.20423,0.11664,1.28734,1.86088,1.76174,1.35513,0.000288813,0.000288813,0.000288813
165,1266.08,0.78636,1.29035,1.32015,1.0604,0.57713,0.32607,0.23482,0.1603,0.57494,0.32365,0.21907,0.12875,1.30867,1.86298,1.85913,1.39965,0.00028675,0.00028675,0.00028675
166,1273.65,0.79123,1.24898,1.2888,1.05571,0.55381,0.31624,0.21052,0.14135,0.55025,0.31121,0.19338,0.1151,1.29236,1.81763,2.11922,1.38708,0.000284688,0.000284688,0.000284688
167,1281.23,0.79353,1.27781,1.30128,1.05966,0.53084,0.35797,0.21126,0.14187,0.55277,0.29513,0.19196,0.11344,1.30038,1.74438,2.27035,1.36765,0.000282625,0.000282625,0.000282625
168,1289,0.76798,1.23985,1.84484,1.01724,0.41927,0.35998,0.2148,0.14627,0.54938,0.26549,0.18895,0.11462,1.3845,1.87017,2.05612,1.44626,0.000280562,0.000280562,0.000280562
169,1296.65,0.77722,1.29048,1.49608,1.01376,0.41765,0.33946,0.2011,0.13674,0.40882,0.30035,0.17932,0.11268,1.35443,1.81596,2.19259,1.40258,0.0002785,0.0002785,0.0002785
170,1304.29,0.77886,1.15981,1.28719,1.02179,0.41942,0.28761,0.20135,0.13778,0.4223,0.28389,0.19314,0.11262,1.41548,1.95473,2.28501,1.47132,0.000276437,0.000276437,0.000276437
171,1311.95,0.7839,1.18327,1.30591,1.04093,0.4242,0.28598,0.20486,0.14185,0.54747,0.28735,0.20384,0.11063,1.36766,2.03439,2.122,1.42652,0.000274375,0.000274375,0.000274375
172,1319.52,0.7642,1.17917,1.29602,1.02765,0.54212,0.29577,0.21545,0.15297,0.54277,0.30279,0.20809,0.11849,1.32171,1.90788,2.06671,1.38243,0.000272313,0.000272313,0.000272313
173,1327.27,0.77123,1.14402,1.4328,1.0495,0.55039,0.32838,0.21952,0.15337,0.55569,0.33581,0.21482,0.12349,1.3368,1.84478,2.07058,1.40322,0.00027025,0.00027025,0.00027025
174,1334.92,0.76103,1.20746,1.41049,1.04338,0.42134,0.35603,0.21284,0.14463,0.42399,0.33994,0.20002,0.12061,1.31188,1.84836,1.96529,1.37903,0.000268188,0.000268188,0.000268188
175,1342.55,0.78651,1.29237,1.5181,1.0729,0.41145,0.34393,0.20779,0.14814,0.41602,0.32681,0.19123,0.11412,1.37396,2.00184,1.9296,1.44892,0.000266125,0.000266125,0.000266125
176,1350.11,0.80753,1.22269,1.52884,1.06224,0.31954,0.33758,0.21282,0.15579,0.43584,0.34663,0.21246,0.12219,1.32324,1.88976,2.0239,1.39672,0.000264062,0.000264062,0.000264062
177,1357.62,0.72701,1.08674,1.82403,1.0116,0.3202,0.4563,0.23044,0.15216,0.31312,0.34277,0.2167,0.12287,1.31867,1.84172,2.21608,1.38821,0.000262,0.000262,0.000262
178,1365.19,0.75936,1.1644,1.40456,1.04918,0.31292,0.34984,0.21296,0.14456,0.30912,0.34501,0.2071,0.11956,1.35181,1.94271,2.13554,1.43262,0.000259938,0.000259938,0.000259938
179,1372.89,0.86828,1.42276,1.69536,1.11394,0.22161,0.4662,0.24233,0.14749,0.18767,0.36256,0.20256,0.11451,1.30534,1.97882,2.12324,1.41141,0.000257875,0.000257875,0.000257875
180,1380.42,0.74858,1.13852,1.4127,1.02091,0.43209,0.40216,0.23467,0.15634,0.43013,0.39672,0.22532,0.12579,1.28267,1.92659,1.73035,1.36996,0.000255813,0.000255813,0.000255813
181,1387.99,0.75331,1.11031,1.51166,1.03489,0.45484,0.35379,0.23208,0.16264,0.45257,0.35138,0.21709,0.12611,1.31698,1.92009,1.61008,1.38276,0.00025375,0.00025375,0.00025375
182,1395.56,0.73918,1.08163,1.8101,0.99538,0.46308,0.35885,0.23486,0.15738,0.45987,0.35402,0.22156,0.12355,1.32092,1.95481,1.61566,1.38809,0.000251687,0.000251687,0.000251687
183,1403.3,0.72204,1.08918,1.35353,1.01216,0.45947,0.35905,0.23454,0.14983,0.44205,0.33528,0.20916,0.11875,1.30128,1.91115,1.63371,1.38603,0.000249625,0.000249625,0.000249625
184,1411,0.77751,1.14504,1.32946,1.01822,0.45319,0.3372,0.22446,0.15061,0.45635,0.31981,0.20428,0.11892,1.28476,1.9366,1.66775,1.38235,0.000247563,0.000247563,0.000247563
185,1418.56,0.76427,1.20984,1.34682,1.07511,0.44638,0.33881,0.2335,0.15807,0.4395,0.33088,0.21809,0.13062,1.30891,1.97921,1.96128,1.41462,0.0002455,0.0002455,0.0002455
186,1426.14,0.76814,1.13499,2.2284,1.03717,0.44465,0.33072,0.244,0.17756,0.4461,0.32881,0.23006,0.13999,1.26006,1.87644,2.30474,1.36724,0.000243437,0.000243437,0.000243437
187,1433.71,0.7849,1.21026,1.31014,1.03609,0.43198,0.3672,0.22547,0.16328,0.43907,0.35227,0.21295,0.1292,1.2252,1.82828,2.19209,1.30949,0.000241375,0.000241375,0.000241375
188,1441.25,0.77396,1.12349,1.30426,1.03773,0.44386,0.36707,0.21949,0.15065,0.43115,0.33097,0.2068,0.11823,1.29172,1.91505,2.19294,1.36044,0.000239313,0.000239313,0.000239313
189,1449.02,0.73066,1.19556,1.26368,1.03406,0.43511,0.37799,0.22752,0.16205,0.44758,0.32863,0.22061,0.13033,1.255,1.85824,2.388,1.30806,0.00023725,0.00023725,0.00023725
190,1456.53,0.74882,1.13886,1.18497,1.02232,0.4389,0.35502,0.20767,0.14723,0.43945,0.34459,0.1943,0.11895,1.24182,1.81442,2.35613,1.29885,0.000235188,0.000235188,0.000235188
191,1464.04,0.72452,1.04786,1.24659,0.99252,0.46218,0.34656,0.23927,0.16589,0.4565,0.3591,0.23128,0.1385,1.34969,1.94687,1.96139,1.41373,0.000233125,0.000233125,0.000233125
192,1471.54,0.70953,1.14417,1.25562,1.02195,0.4611,0.38061,0.23983,0.16134,0.45504,0.35427,0.22603,0.13377,1.33184,1.91828,1.90668,1.40078,0.000231062,0.000231062,0.000231062
193,1479.03,0.70258,1.06633,1.23746,1.02686,0.46851,0.36655,0.24246,0.16414,0.4563,0.34763,0.22481,0.14043,1.2816,1.89705,1.7517,1.36195,0.000229,0.000229,0.000229
194,1486.67,0.75952,1.07153,1.34993,1.0257,0.45442,0.34636,0.22644,0.15883,0.4591,0.33861,0.21559,0.13413,1.26104,1.90233,1.71421,1.34316,0.000226938,0.000226938,0.000226938
195,1494.14,0.70252,1.12601,1.20127,1.01355,0.46929,0.32966,0.2335,0.16464,0.46539,0.32366,0.22021,0.13056,1.27059,1.98186,1.67279,1.3683,0.000224875,0.000224875,0.000224875
196,1501.7,0.71375,1.1383,1.29396,1.03237,0.4631,0.35241,0.24654,0.16282,0.34677,0.35219,0.22741,0.1314,1.30979,1.91452,1.69335,1.38562,0.000222813,0.000222813,0.000222813
197,1509.12,0.73515,1.07896,1.44742,1.01788,0.46645,0.34466,0.23174,0.1628,0.34358,0.34863,0.22658,0.12609,1.34694,1.86516,1.74021,1.41009,0.00022075,0.00022075,0.00022075
198,1516.6,0.74277,1.33559,1.28503,1.02834,0.45931,0.3352,0.25589,0.18306,0.45973,0.32167,0.23785,0.13855,1.35807,1.83739,1.78331,1.42513,0.000218688,0.000218688,0.000218688
199,1524.28,0.70048,1.06654,1.16903,1.00229,0.34427,0.48808,0.26303,0.17473,0.56593,0.31112,0.22526,0.13023,1.31624,1.81731,1.64383,1.3863,0.000216625,0.000216625,0.000216625
200,1531.78,0.74763,1.13153,2.96167,1.01476,0.32929,0.51729,0.28265,0.20174,0.31964,0.48622,0.26699,0.14374,1.34633,1.94878,1.67308,1.4295,0.000214562,0.000214562,0.000214562
201,1539.36,0.70482,1.24337,1.41375,1.02232,0.34854,0.48378,0.26511,0.19324,0.33555,0.45637,0.24493,0.13869,1.32532,1.94643,1.62522,1.40274,0.0002125,0.0002125,0.0002125
202,1546.97,0.70518,1.05478,1.34849,1.01398,0.36817,0.45707,0.33907,0.26046,0.3591,0.44461,0.32188,0.16672,1.30797,1.88948,1.74348,1.38078,0.000210437,0.000210437,0.000210437
203,1555.05,0.70002,1.03678,1.2774,1.00728,0.36605,0.43567,0.3435,0.23871,0.3593,0.42804,0.32933,0.1551,1.30176,1.80361,1.81699,1.37156,0.000208375,0.000208375,0.000208375
204,1562.76,0.73273,1.14837,1.35097,1.03219,0.35251,0.48066,0.33947,0.23943,0.34877,0.46354,0.33036,0.15401,1.29327,1.83809,1.7373,1.38066,0.000206313,0.000206313,0.000206313
205,1570.37,0.68884,1.05525,1.14155,1.00452,0.37853,0.4658,0.3497,0.24338,0.37583,0.46132,0.3476,0.15974,1.3026,1.86031,1.62971,1.3871,0.00020425,0.00020425,0.00020425
206,1577.97,0.72068,1.0727,1.61411,1.03003,0.39756,0.47228,0.34842,0.24019,0.38921,0.46453,0.3433,0.15508,1.33075,1.86244,1.59883,1.4146,0.000202188,0.000202188,0.000202188
207,1585.56,0.71775,1.01018,2.22047,1.01125,0.38082,0.45823,0.34134,0.23599,0.37125,0.43551,0.324,0.14108,1.3607,1.86307,1.80675,1.43209,0.000200125,0.000200125,0.000200125
208,1593.12,0.6956,1.18024,1.27336,1.03811,0.48086,0.47665,0.28254,0.20203,0.47027,0.44544,0.26847,0.13511,1.37149,1.93123,1.97483,1.45043,0.000198063,0.000198063,0.000198063
209,1600.59,0.71205,1.14585,1.27016,1.018,0.46373,0.49228,0.24816,0.17386,0.44781,0.4455,0.23229,0.12674,1.37326,2.04315,1.97097,1.47535,0.000196,0.000196,0.000196
210,1608.2,0.70216,1.06222,1.30124,1.01558,0.4617,0.4981,0.2332,0.15759,0.44417,0.46855,0.21873,0.12238,1.30236,1.98338,2.0681,1.40041,0.000193938,0.000193938,0.000193938
211,1615.66,0.64017,0.99368,3.02445,0.96818,0.46725,0.48151,0.2647,0.17897,0.43523,0.31321,0.20729,0.12489,1.28042,1.95372,2.162,1.38037,0.000191875,0.000191875,0.000191875
212,1623.2,0.68449,1.07969,1.2414,0.99167,0.45534,0.51829,0.35379,0.23059,0.42337,0.47141,0.31258,0.13011,1.3235,1.94077,2.09962,1.41478,0.000189812,0.000189812,0.000189812
213,1630.69,0.65218,0.96695,1.18013,0.98614,0.44038,0.47905,0.33066,0.23133,0.43233,0.47769,0.31822,0.14349,1.32318,1.91831,1.91142,1.41007,0.00018775,0.00018775,0.00018775
214,1638.25,0.67825,1.13061,1.34212,0.98363,0.45314,0.48075,0.25035,0.17822,0.46981,0.46367,0.25086,0.13023,1.30942,1.95662,1.71524,1.4032,0.000185688,0.000185688,0.000185688
215,1645.95,0.65861,1.08533,1.27894,0.98355,0.47818,0.48103,0.27341,0.18875,0.46733,0.46632,0.25177,0.13762,1.3232,2.04604,1.66838,1.42609,0.000183625,0.000183625,0.000183625
216,1653.48,0.65359,1.08086,1.27585,0.98881,0.47734,0.49498,0.25042,0.17123,0.47126,0.44632,0.21949,0.12792,1.33684,2.0639,1.62519,1.43629,0.000181563,0.000181563,0.000181563
217,1661.03,0.70827,1.05003,1.37342,0.99635,0.47046,0.44269,0.25589,0.1859,0.47203,0.44933,0.23936,0.13769,1.35067,2.03228,1.60872,1.45658,0.0001795,0.0001795,0.0001795
218,1668.6,0.66106,0.9808,1.9701,0.98126,0.4675,0.45762,0.24987,0.18149,0.47124,0.45481,0.23547,0.13393,1.34674,1.97773,1.68084,1.43335,0.000177437,0.000177437,0.000177437
219,1676.23,0.7456,1.06099,1.78194,1.02545,0.46636,0.46795,0.247,0.18317,0.47002,0.47218,0.23419,0.13817,1.32435,1.92346,1.73568,1.40446,0.000175375,0.000175375,0.000175375
220,1683.99,0.72936,1.09404,1.47686,1.02754,0.36228,0.49004,0.27268,0.19599,0.35565,0.47701,0.25155,0.1384,1.33056,2.00137,1.74218,1.42063,0.000173313,0.000173313,0.000173313
221,1691.6,0.7513,1.06681,1.50804,1.05286,0.35458,0.49435,0.25623,0.18222,0.34758,0.47721,0.24145,0.13659,1.32416,2.0206,1.69774,1.43744,0.00017125,0.00017125,0.00017125
222,1699.1,0.66179,0.98832,1.29117,1.00074,0.33214,0.38212,0.22813,0.15313,0.43444,0.35637,0.21441,0.12416,1.30008,2.01783,1.66953,1.40411,0.000169188,0.000169188,0.000169188
223,1706.67,0.69786,1.00851,1.38098,1.01015,0.4464,0.39736,0.22202,0.15033,0.43537,0.37087,0.2047,0.12075,1.30996,1.94176,1.64066,1.38805,0.000167125,0.000167125,0.000167125
224,1714.22,0.64578,0.95557,1.17225,0.97694,0.44982,0.37312,0.217,0.15397,0.4312,0.36076,0.20945,0.12438,1.32867,1.96423,1.64003,1.39042,0.000165063,0.000165063,0.000165063
225,1721.86,0.66779,1.10231,1.22168,1.00575,0.44323,0.36359,0.22179,0.15377,0.44147,0.36301,0.21295,0.12397,1.32345,1.99583,1.63602,1.40337,0.000163,0.000163,0.000163
226,1729.57,0.64379,0.99756,1.06714,0.97752,0.44334,0.34892,0.21884,0.15509,0.44051,0.34624,0.21111,0.12492,1.3046,1.96881,1.60103,1.39476,0.000160938,0.000160938,0.000160938
227,1737.13,0.6989,1.08355,1.46055,1.02903,0.44483,0.38177,0.23166,0.16195,0.43158,0.3436,0.21101,0.13481,1.32153,2.02244,1.61368,1.41042,0.000158875,0.000158875,0.000158875
228,1744.71,0.63474,0.95316,1.21532,0.96948,0.45094,0.33875,0.22797,0.15607,0.44896,0.32493,0.20627,0.12759,1.28927,1.99975,1.69777,1.39567,0.000156812,0.000156812,0.000156812
229,1752.29,0.73495,1.07039,2.07507,1.0168,0.3336,0.44214,0.2401,0.17298,0.32925,0.33481,0.21703,0.13684,1.28961,2.01955,1.71757,1.4047,0.00015475,0.00015475,0.00015475
230,1759.91,0.62629,0.99201,1.27975,0.98864,0.33197,0.37333,0.23594,0.16843,0.31203,0.34962,0.21856,0.13175,1.3028,1.99697,1.70097,1.41325,0.000152688,0.000152688,0.000152688
231,1767.63,0.63323,0.95526,1.19388,0.98145,0.33277,0.38432,0.24274,0.17452,0.31491,0.36433,0.22533,0.14345,1.30576,1.90097,1.66145,1.42174,0.000150625,0.000150625,0.000150625
232,1775.24,0.63933,0.99182,1.14909,0.97059,0.33203,0.35508,0.24133,0.16954,0.31948,0.33382,0.21394,0.14097,1.30328,1.91636,1.62121,1.43033,0.000148563,0.000148563,0.000148563
233,1782.84,0.61881,1.00143,2.53182,0.95715,0.34106,0.34608,0.23544,0.15459,0.32447,0.32868,0.20759,0.12904,1.32263,2.03042,1.60822,1.46712,0.0001465,0.0001465,0.0001465
234,1790.49,0.6666,0.99264,1.35336,0.98078,0.32898,0.37352,0.22634,0.14996,0.32627,0.3404,0.20635,0.12457,1.31277,2.0818,1.58211,1.46411,0.000144438,0.000144438,0.000144438
235,1798.14,0.65664,1.06364,1.20231,0.99965,0.32806,0.38544,0.2358,0.1677,0.31243,0.36021,0.21421,0.13224,1.30658,2.03987,1.57831,1.44336,0.000142375,0.000142375,0.000142375
236,1805.68,0.65758,1.04905,1.25715,0.98522,0.32851,0.3871,0.24228,0.16985,0.319,0.35453,0.22075,0.13611,1.34153,2.08182,1.61178,1.47689,0.000140313,0.000140313,0.000140313
237,1813.44,0.64391,1.01238,1.24867,0.97538,0.33154,0.34788,0.23553,0.16317,0.32582,0.34281,0.2201,0.13486,1.3635,2.10192,1.62264,1.50687,0.00013825,0.00013825,0.00013825
238,1821.07,0.59845,0.88952,1.53229,0.94865,0.34887,0.34121,0.2361,0.16549,0.33457,0.33561,0.22804,0.13594,1.34231,2.03912,1.62853,1.4801,0.000136187,0.000136187,0.000136187
239,1828.64,0.64885,0.97867,1.35093,0.9918,0.22963,0.37731,0.24372,0.16664,0.2142,0.35407,0.23252,0.14443,1.32188,2.00819,1.69142,1.45897,0.000134125,0.000134125,0.000134125
240,1836.19,0.64339,0.98504,1.41779,0.96965,0.2328,0.36112,0.24648,0.16736,0.21829,0.34087,0.2275,0.14734,1.32311,2.02765,1.79328,1.45208,0.000132063,0.000132063,0.000132063
241,1843.73,0.61601,0.92636,1.15588,0.95323,0.24047,0.3623,0.2409,0.16363,0.22721,0.34431,0.21945,0.1423,1.30201,2.02768,1.78737,1.39956,0.00013,0.00013,0.00013
242,1851.51,0.63591,0.97119,1.67127,0.97737,0.23709,0.37424,0.24236,0.16142,0.22388,0.34001,0.22242,0.13692,1.29984,2.06061,1.79369,1.39113,0.000127937,0.000127937,0.000127937
243,1859.12,0.58484,0.8525,1.2561,0.9426,0.35044,0.36797,0.24441,0.16639,0.22405,0.35,0.2266,0.14004,1.30091,2.09079,1.853,1.39384,0.000125875,0.000125875,0.000125875
244,1866.74,0.62265,0.94696,1.28707,0.97899,0.22817,0.36835,0.24451,0.16139,0.45113,0.31078,0.2248,0.13167,1.32331,2.15346,1.97581,1.41428,0.000123812,0.000123812,0.000123812
245,1874.34,0.61552,0.92412,1.29222,0.96172,0.20487,0.38029,0.24234,0.16487,0.45686,0.31703,0.2276,0.13392,1.31185,2.16441,1.99812,1.40179,0.00012175,0.00012175,0.00012175
246,1881.93,0.62039,0.92934,2.57085,0.94157,0.21754,0.48632,0.23767,0.16168,0.19291,0.3538,0.22575,0.12891,1.31776,2.13209,2.08921,1.41485,0.000119688,0.000119688,0.000119688
247,1889.65,0.64481,0.91486,1.14481,0.99564,0.20885,0.38094,0.23517,0.15725,0.19406,0.3438,0.22332,0.12023,1.30381,2.08859,2.03239,1.40373,0.000117625,0.000117625,0.000117625
248,1897.18,0.60305,0.8962,1.21476,0.95127,0.35207,0.43114,0.24434,0.16311,0.45944,0.42281,0.22892,0.11525,1.29037,2.04696,1.94354,1.39896,0.000115562,0.000115562,0.000115562
249,1904.7,0.64179,1.00439,1.3813,0.99866,0.34341,0.48029,0.25881,0.17842,0.33204,0.46589,0.2421,0.13623,1.28368,2.02885,1.77498,1.41068,0.0001135,0.0001135,0.0001135
250,1912.29,0.63298,1.07937,1.25228,0.98597,0.35319,0.45441,0.26505,0.17864,0.35931,0.44131,0.25129,0.1313,1.3008,2.05479,1.64817,1.46313,0.000111438,0.000111438,0.000111438
251,1919.89,0.62193,0.91045,1.14662,0.98436,0.46676,0.4651,0.26601,0.18546,0.45593,0.44532,0.24961,0.1348,1.29235,2.01875,1.59052,1.4305,0.000109375,0.000109375,0.000109375
252,1927.65,0.5815,0.89308,1.33964,0.95478,0.46732,0.47626,0.26983,0.18468,0.45115,0.45486,0.25302,0.14105,1.29562,1.97844,1.55951,1.40178,0.000107312,0.000107312,0.000107312
