epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,331.325,1.19606,1.70831,1.06757,0.67868,0.17954,0.11261,0.06835,1.72966,2.18914,1.34337,0.000334188,0.000334188,0.000334188
49,338.391,1.22034,1.44594,1.03758,0.68424,0.15597,0.10724,0.0618,1.82649,2.27098,1.35781,0.000328,0.000328,0.000328
50,344.881,1.17536,1.44015,1.04464,0.68657,0.21111,0.12342,0.08029,1.6431,1.98819,1.27517,0.000321812,0.000321812,0.000321812
51,351.795,1.16155,1.50357,1.07642,0.6996,0.19161,0.12955,0.0799,1.7083,1.90936,1.32129,0.000315625,0.000315625,0.000315625
52,358.19,1.05705,1.29149,1.01761,0.70058,0.23249,0.12844,0.07508,1.59963,1.96581,1.25843,0.000309437,0.000309437,0.000309437
53,365.125,1.10903,1.39724,1.04407,0.67426,0.223,0.11593,0.07287,1.58502,2.03757,1.27506,0.00030325,0.00030325,0.00030325
54,371.57,1.15052,1.37393,1.01196,0.68952,0.15229,0.11451,0.06992,1.63752,2.21308,1.31007,0.000297063,0.000297063,0.000297063
55,378.623,1.01278,1.25101,1.02804,0.69104,0.1859,0.12595,0.08132,1.55895,2.0335,1.2826,0.000290875,0.000290875,0.000290875
56,385.218,1.08001,1.34732,0.99746,0.69293,0.22627,0.13577,0.08713,1.47887,1.95946,1.20239,0.000284688,0.000284688,0.000284688
57,392.3,1.13729,1.40826,1.0326,0.70572,0.18159,0.13951,0.09184,1.50024,1.94602,1.23769,0.0002785,0.0002785,0.0002785
58,398.748,1.00039,1.24927,1.04309,0.69492,0.2,0.14533,0.09257,1.47494,1.98526,1.24791,0.000272313,0.000272313,0.000272313
59,405.706,1.02053,1.14366,0.98571,0.70499,0.18113,0.14342,0.09102,1.58273,1.97928,1.31433,0.000266125,0.000266125,0.000266125
60,412.178,1.01645,1.34584,0.97628,0.60183,0.18194,0.12836,0.08234,1.63811,1.90956,1.34507,0.000259938,0.000259938,0.000259938
61,419.186,1.06256,1.27408,1.00902,0.57374,0.20715,0.1205,0.07412,1.73924,2.03659,1.36812,0.00025375,0.00025375,0.00025375
62,425.681,1.0482,1.35654,1.06098,0.69127,0.18159,0.1196,0.07436,1.60916,1.90255,1.34459,0.000247563,0.000247563,0.000247563
63,432.699,1.00603,1.32172,0.98471,0.559,0.19143,0.12888,0.08122,1.52225,1.8362,1.29218,0.000241375,0.000241375,0.000241375
64,439.183,0.90324,1.17891,0.93611,0.70177,0.20476,0.13622,0.08844,1.52321,1.86324,1.27217,0.000235188,0.000235188,0.000235188
65,446.236,1.05394,1.30345,0.9901,0.70638,0.20332,0.14555,0.09474,1.55742,1.81564,1.2874,0.000229,0.000229,0.000229
66,452.73,0.88082,1.13427,0.94521,0.6467,0.23843,0.14873,0.0906,1.57642,1.90154,1.30507,0.000222813,0.000222813,0.000222813
67,459.686,1.00589,1.40421,0.9456,0.64535,0.23286,0.15013,0.09148,1.57811,1.88984,1.31137,0.000216625,0.000216625,0.000216625
68,466.171,0.9382,1.62578,0.98964,0.62997,0.24907,0.14673,0.09415,1.58612,1.83577,1.29658,0.000210437,0.000210437,0.000210437
69,473.165,0.9681,1.31908,1.02353,0.46108,0.25074,0.14672,0.09434,1.53951,1.91699,1.27523,0.00020425,0.00020425,0.00020425
70,479.635,0.91824,1.15395,0.94101,0.7003,0.21403,0.13703,0.0857,1.59388,1.97149,1.30967,0.000198063,0.000198063,0.000198063
71,486.653,0.94816,1.18712,0.97233,0.7021,0.20182,0.15066,0.08996,1.57266,1.89815,1.32039,0.000191875,0.000191875,0.000191875
72,493.157,0.91556,1.16457,0.95728,0.70656,0.21869,0.14153,0.09038,1.57829,1.78367,1.33267,0.000185688,0.000185688,0.000185688
73,500.136,0.96803,1.34998,0.95025,0.70296,0.21726,0.14544,0.09138,1.6207,1.82259,1.3563,0.0001795,0.0001795,0.0001795
74,506.638,0.90818,1.30415,0.983,0.69904,0.22423,0.13894,0.08668,1.57515,1.8027,1.30476,0.000173313,0.000173313,0.000173313
75,513.606,0.88154,1.18678,0.9735,0.69754,0.22365,0.13267,0.0828,1.54714,1.88003,1.2975,0.000167125,0.000167125,0.000167125
76,520.1,0.85509,1.27545,0.94813,0.69475,0.21726,0.13569,0.0808,1.6659,1.97488,1.3334,0.000160938,0.000160938,0.000160938
77,527.125,0.88147,1.1341,0.95318,0.69696,0.21029,0.13222,0.08398,1.60936,1.94356,1.3036,0.00015475,0.00015475,0.00015475
78,533.661,0.93962,1.45093,0.93601,0.69801,0.201,0.12849,0.08276,1.57132,1.88509,1.32289,0.000148563,0.000148563,0.000148563
79,540.687,0.82249,1.2295,0.90766,0.70128,0.18364,0.12681,0.08333,1.54402,1.9818,1.31176,0.000142375,0.000142375,0.000142375
80,547.141,0.80003,1.269,0.91594,0.69523,0.20952,0.1334,0.08667,1.51866,1.85559,1.28547,0.000136187,0.000136187,0.000136187
81,554.141,0.83298,1.16858,0.97412,0.69651,0.20808,0.13253,0.08849,1.48139,1.84695,1.30078,0.00013,0.00013,0.00013
82,560.614,0.8343,1.26312,0.91543,0.69354,0.20189,0.13313,0.08241,1.4762,1.90392,1.32176,0.000123812,0.000123812,0.000123812
